"Loci","Gene","XGB Score","Training_Score","LocusGene(s)","AvgScore_Per_Locus","SD_Per_Locus","Upper_SD_Threshold","direct_PPI_count","secondary_PPI_count","Avg_TopGene_Diff_Per_Locus","Variance_Per_Locus","IQR_Per_Locus","rsID_LEAD_SNP","minTRAIT","Median_Pvalue","Gene_type"
759,"NOV",0.597968876361847,NA,"NOV",0.597968876361847,NA,NA,1,22,NA,NA,0,"rs2071518","PP",8.54e-89,"protein_coding"
760,"TRAPPC9",0.907151579856873,NA,"KCNK9, TRAPPC9",0.833595871925354,0.104023479746708,0.937619351672062,0,1,0.147111415863038,0.0108208843386139,0.073555707931519,"rs36002174, rs4440615, rs4631439, rs4454254, rs7830900, rs7462130","SBP,PP",8.8e-28,"protein_coding"
761,"DPYSL2",0.801071584224701,NA,"DPYSL2, EBF2",0.740289390087127,0.0859590033001509,0.826248393387278,0,7,0.121564388275147,0.00738895024835535,0.0607821941375736,"rs1442885, rs17321041","DBP",2.74e-10,"protein_coding"
762,"RBPMS",0.793089389801025,NA,"RBPMS",0.793089389801025,NA,NA,0,1,NA,NA,0,"rs2979470","SBP",4.62e-11,"protein_coding"
763,"GEM",0.842416405677795,NA,"GEM",0.842416405677795,NA,NA,0,8,NA,NA,0,"rs2607073, rs138582164, rs201196388, rs2170363","PP",NA,"protein_coding"
764,"ZNF462",0.727582216262817,NA,"ZNF462",0.727582216262817,NA,NA,0,0,NA,NA,0,"rs7020564","DBP",6.73e-09,"protein_coding"
765,"SARDH",0.798194468021393,NA,"ABO, DBH, SARDH",0.697735786437988,0.254530347728846,0.952266134166835,0,3,0.283456295728684,0.0647856979149675,0.239200204610825,"rs10993958","DBP",1.03e-31,"protein_coding"
766,"UBAP1",0.737931668758392,NA,"UBAP1",0.737931668758392,NA,NA,0,3,NA,NA,0,"rs4553000","PP",7.47e-13,"protein_coding"
767,"TPM2",0.865448713302612,NA,"TLN1, TPM2",0.817109197378158,0.0683623990189124,0.885471596397071,0,9,0.096679031848907,0.00467341759962099,0.0483395159244535,"rs1243876","DBP",8.64e-07,"protein_coding"
768,"TLN1",0.768769681453705,NA,"HRCT1, TLN1",0.622502267360687,0.206853360743587,0.829355628104274,1,26,0.292534828186035,0.0427883128509165,0.146267414093018,NA,"DBP",8e-07,"protein_coding"
