Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	CpGcount	DNaseCluster_count	EnhancerCount	SDI	H3k4me1_count	SignalValue_H3k4me1_median	H3k4me3_count	SignalValue_H3k4me3_median	H3k27Ac_count	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	PolyPhen	DANN_score	CADD_RAW	Eigen-raw_coding_rankscore	GenoCanyon_rankscore	M-CAP_rankscore	MetaLR_rankscore	MetaSVM_rankscore	MutationAssessor_rankscore	REVEL_score	fathmm-MKL_coding_score	integrated_fitCons_rankscore	LoFtool	GERP_Rankscore	BPlabel
NPIPB11	NA	NA	NA	NA	52	0.3503	6	1.77539	1.83733	0.829499	1.16846	1.26763	1.00386	1.2946	0.884248	1.08361	1.13954	4.18414	4.32974	1.64497	1.27412	1.20823	1.05463	1.12323	0.890467	1.05519	0.703975	1.89104	0.956447	1.4108	2.65089	2.99385	1.79321	1.6874	1.34053	1.17615	1.34052	3.40164	0.758369	0.466881	1.17542	2.05392	1.09652	2.20369	1.22951	0.555499	2.4684	3.02661	0.458562	2.14771	2.68843	2.2676	1.9568	2.49963	3.65923	0.985981	4.39466	3.13361	2.45564	1.96697	0.478087	0.21605	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99992573	NA	NA	NA	NA	NA	NA	NA	NA	22675	NA	NA	203.86765	NA	NA	0	0	NA	0.0010418	NA	NA	NA	NA	0.196821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
NPPA	NA	NA	NA	NA	1	NA	51.39794001	3.16234	3.22616	1.80967	3.05339	3.87549	3.06324	1.34215	2.71046	4.46617	1.30805	1.90481	2.46287	5.81626	5.01574	2.51846	1.89797	1.35135	0.899414	1.96512	1.47247	3.19861	0.726573	2.29444	1.82339	2.27119	3.68698	2.18633	3.47591	1.53579	3.59492	2.0292	28754	35.8109	1.19891	0.552606	1.3644	4.65875	1.96328	2.34266	3.96895	2.82401	1.00593	5.93242	5.27877	3.3183	3.23948	2.9834	3.63131	1.50398	13.3073	3.54827	3.28948	3.66395	1.68926	0.007139	0.89609491	0	0.89609491	0	0.606393941	3	NA	NA	NA	NA	0.86	12	0	0	0.0833333	0.000321007	0	NA	10	6	6.90823393	11	5.91911	NA	NA	11	3.12147	0.016931635	1	2636	NA	NA	1308.42229	1	0.244530007	1	0	NA	3.9627	2	NA	NA	NA	1.099877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	most likely
NPPB	NA	NA	NA	NA	1	NA	102.30103	0.301944	0.469936	0.158882	0.644777	0.726931	0.535076	0	0.224174	0.262975	1.95863	0.60935	0.664526	0.364192	0.276804	0.254026	0.598387	8.12829	2.32384	0.389542	0.257143	0.29967	0	0.120796	0.085275	0.197042	0.325281	0.150021	0.347079	0.0895663	0.246071	0.14807	1639.56	26.7743	0.113773	0	0.114646	0.316623	0.149231	0.226661	0.54307	0.308606	0.137337	0.514502	0.214641	0.327214	0.284321	0.151366	0.120982	0.398435	0.583287	0.326008	0.427589	0.30778	0.0959771	NA	0.540693175	0	0	0	0.540693175	3	NA	NA	NA	NA	0.53	51	0	0.0018797	0.35	0.00243965	0.003	1	10	NA	2.83811816	NA	NA	NA	NA	NA	NA	0.00038006	1	1467	NA	NA	41.12591	1	0.181705475	1	2	NA	NA	NA	NA	1	NA	0.88527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	most likely
NPR1	NA	NA	NA	NA	45	0.2257	22	80.7686	116.158	14.0193	291.951	85.388	42.5235	25.7261	0.802801	0.722233	0.862964	0.839893	1.65421	0.957405	0.672333	0.788678	1.17805	0.792313	0.890537	1.24281	1.24198	84.5872	0.6951	3.70879	17.4971	23.1411	19.0498	14.7782	42.9313	6.13491	31.9443	90.994	16.8415	7.99649	36.43	36.6139	2.39363	60.0098	6.50295	3.65615	25.9377	63.8083	3.13455	8.67364	8.2628	10.6305	10.2444	13.4246	4.3411	8.41564	3.86741	36.0012	56.3951	17.895	0.128919	NA	0.932800606	0	0.932800606	0	0.505127081	3	NA	NA	NA	NA	-0.24	NA	0.181818	0.00188088	0.75	0.0112417	0.009	2	11	2	3.98295932	31	9.21449	23	8.05223	9	15.0728	0.000172509	17	15355	NA	NA	1510.90255	1	0.711480618	1	0	NA	NA	NA	NA	NA	NA	0.845596	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672	NA	most likely
NPR3	0.055	0.108	0	NA	39	0.5137	57.69897	10.2873	3.77805	2.84903	15.7061	7.51435	8.97526	1.6811	0.223057	0.325785	0.201664	0.0315037	0.0342971	0.297461	0.396548	0.109658	0.300315	0.130696	0.137265	0.0690056	0.0348744	2.14046	10.5603	0.0465167	4.46394	6.49235	5.6032	2.88683	0.650056	4.44726	0.476082	2.52281	5.50333	3.12747	11.0834	6.39625	1.30813	12.5761	0.602988	1.09376	6.77808	1.85979	0.228635	0.339425	3.39367	3.322	5.58044	0.680121	3.71488	0.642322	0.99814	9.18878	3.29346	3.82366	0.0514983	0.036612	0.853179975	0	0.853179975	0	0.505209565	3	NA	NA	NA	NA	0	238	0	0.00662461	0.722222	0.00398278	0.005	10	49	36	3.99033126	23	5.14932	18	21.5462	NA	NA	0.003099263	3	102643	NA	NA	1772.52944	1	0.622939706	1	0	NA	NA	NA	NA	0.408	NA	2.074338	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.534	NA	most likely
NQO1	NA	NA	NA	NA	305	-0.3613	19.52287875	65.1896	54.3173	57.0004	40.6385	32.723	25.9746	55.2978	17.1414	16.3823	29.7153	4.89613	5.94512	15.3017	15.5313	13.5473	13.9548	17.6964	29.7612	23.9698	19.3046	46.1462	295.267	17.1921	12.2587	17.1233	14.4492	29.5058	24.5511	79.8255	26.985	13.5656	7.32946	4.34816	30.3739	16.9143	0.755957	26.7379	16.6703	7.18622	25.7876	5.78831	2.28725	7.11795	13.3413	6.18222	7.59238	23.5134	14.224	112.782	4.84516	67.0365	12.7905	20.1494	0.679817	0.054536	0.500741715	0	0	0	0.500741715	2	5	2	NA	NA	0.55	NA	1	0.0748747	0.3	0.00802465	0.024	NA	8	11	3.8377306	21	9.18741	19	24.1402	17	20.8079	4.52405E-11	14	19955	NA	NA	3330.11414	1	0.575230479	0	0	NA	NA	3	NA	0.991	0.998213121	5.975043	0.80576	0.98316	0.93217	0.81618	0.67292	0.9369	0.595	0.93554	0.08003	0.721	0.48984	probable
NRG1	0.134	0.09	0.001	NA	257	-0.4635	33.69897	0.0406776	0.0734014	0.198314	0.278522	0.827987	0.197526	0.958599	0.358242	0.716223	0.431012	1.22734	1.34219	0.828136	1.38726	0.25091	1.98771	0.332227	0.25065	0.272124	0.421509	1.27656	1.87308	0.00389043	3.42292	5.05339	0.341935	0.997197	0.1046	0.921181	0.112311	0.30181	0.442168	0.0254574	1.19746	1.1908	1.00514	1.80833	1.25714	0.00635429	2.22509	0.691026	0.066361	2.24661	1.59286	2.88573	2.56211	1.06254	0.480768	0.317447	2.34743	4.0918	0.225282	2.00562	0.445579	0.003782	0.545722407	0	0.545722407	0	0.501233222	2	5	3	NA	NA	1.07	NA	0	0.0128446	0.433333	0.0118933	0.012	11	396	2268	10.93726445	2208	2.34247	738	8.0957	1770	8.67331	0.947798762	1	1125646	NA	NA	7029.68062	1	0.653915465	0	0	NA	NA	1.625	NA	0.996	0.990018908	2.712082	0.4594	0.51787	0.8005	0.8019	0.70041	0.17993	0.13	0.98814	0.73137	0.325	0.67015	probable
NRIP1	0.041	0.432	0.017	NA	74	-0.1726	8.301029996	19.6974	13.7507	10.4093	6.26402	7.42969	8.58408	11.2766	1.71615	2.49975	1.98325	13.1653	9.72749	2.81722	3.99525	1.86682	2.20393	2.45733	1.58761	4.20543	1.94459	16.8376	16.3353	5.46974	17.5222	21.0088	10.054	10.6827	6.57665	8.83987	7.76589	13.6071	3.67448	2.02471	3.92661	4.41461	5.17312	9.05279	7.4931	15.0284	11.9552	12.1622	5.56814	4.7245	8.4021	6.06252	6.23572	11.6407	6.82751	4.63782	7.69615	7.12481	12.7283	15.2695	1.01225	0.0019922	0.503740015	0	0	0	0.503740015	2	2	3	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	37	136	4.62651381	183	8.99251	40	12.1614	56	9.19938	0.991172158	0	103765	NA	NA	1330.90849	1	0.762403488	0	0	6.540619079	NA	NA	NA	NA	NA	1.804587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
NT5C2	0.075	0.183	0.001	NA	80	-0.3719	56.39794001	26.7259	24.8447	24.128	45.3291	37.2557	46.2646	41.336	10.4022	13.2767	14.9822	34.5541	32.928	16.3535	16.0379	10.0222	15.559	14.8851	10.7708	19.1987	14.1718	26.8923	46.6239	39.088	33.8583	34.6254	22.4399	22.593	28.7122	56.0006	31.0596	39.2225	11.4747	10.0151	13.3721	18.4649	7.49669	37.2225	48.4347	26.9339	30.4959	39.5653	9.30692	31.1934	29.241	19.1486	21.3538	20.957	25.7135	16.8799	44.0492	68.9213	30.2111	42.3064	23.8664	0.007314	0.50484792	0	0	0	0.50484792	2	5	2	NA	NA	-0.2	NA	NA	NA	NA	NA	NA	7	44	120	0	191	6.06612	51	29.0863	164	6.85379	0.052197863	0	107116	NA	NA	602.61593	1	0.638582647	0	0	NA	NA	2.25	NA	NA	NA	1.964173	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.531	NA	probable
NUCB2	0.072	0.357	0	NA	650	-0.2948	27.39794001	9.44564	11.4883	10.2877	21.5297	18.9326	13.0701	8.48251	4.55142	4.49858	6.99288	11.0289	8.81665	4.25452	5.63021	4.11607	7.52216	7.60633	5.20817	7.08858	5.32565	12.3271	22.0871	8.55087	19.4402	21.5304	8.70362	7.42025	9.05512	26.4243	8.13651	19.77	13.3981	6.04879	4.43272	5.26055	6.78081	15.704	26.8739	3.15414	10.6276	15.8385	22.549	36.0331	12.1604	4.64876	4.67275	6.5844	8.90112	9.70458	29.5574	16.8155	16.4507	13.6079	2.93197	0.0038953	0.500123414	0	0.431381082	0	0.500123414	NA	NA	NA	NA	NA	-0.29	124	0.0526316	0.244879	0.642857	0.0236626	0.066	8	45	96	7.6323214	461	9.74534	129	21.2317	181	9.40938	8.58988E-08	NA	141821	NA	NA	4347.97507	1	0.229989916	1	0	NA	NA	3	NA	0.786	0.992157241	2.914197	0.38556	0.38084	0.24716	0.06282	0.43859	0.60081	0.073	0.65307	0.37627	0.0189	0.32617	probable
OCLM	NA	NA	NA	NA	71	-0.3434	NA	1.95047	1.6717	0.962661	1.8182	1.59623	1.65608	1.50868	0.143568	0.163668	0.232951	0.88514	1.47832	0.411352	0.186008	0.190451	0.221882	0.232134	0.147622	0.419803	0.186918	1.95454	1.54111	2.10745	2.47923	2.00632	1.35616	1.09522	1.32394	1.04446	1.1813	1.97616	0.964769	0.406088	0.406641	0.724233	0.524384	2.5015	2.0679	0.563099	3.26234	3.09274	1.67143	1.8037	1.52995	2.41201	2.10284	1.48915	0.990733	1.41399	1.47809	2.46526	2.79036	2.34978	0.123946	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.27181	NA	NA	3	8.36617	0.017329039	9	883	NA	NA	8.43166	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361	NA	least likely
OPRM1	0.104	0.34	0.363	NA	19	0.2505	11.52287875	0	0	0	0	0	0	0	0.0319983	0.0433117	0.0265592	0.832253	1.45343	0.0580372	0.0707267	0.00603042	0.130138	0.144682	0.0112353	0.0100074	0	0	0	0	0	0	0.011366	0	0	0	0	0.00719869	0	0	0	0	0	0	0	0	0	0	0	0.014081	0	0	0	0	0	0	2.53345	0	0	0	0	0.010686	0.501552011	0	0	0	0.501552011	2	5	3	NA	NA	1.91	NA	0	0.00281955	0	0	0	1	55	34	14.75014718	57	4.52197	19	10.5493	NA	NA	4.20778E-05	5	236370	NA	NA	2304.1461	NA	0.45271197	1	0	NA	NA	-2	NA	0.999	0.992023053	3.52623	0.84259	0.74766	0.16522	0.50955	0.49071	0.56016	0.521	0.99739	0.37627	0.619	0.96935	probable
OR10G9	NA	NA	NA	NA	998	-0.5045	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283906	0	0	0	0	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	3.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.007138452	4	935	NA	NA	1919.79326	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR10J1	NA	NA	NA	NA	19	-0.2854	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.648	0	0	0	0	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	1	NA	1.74820254	5	7.38045	NA	NA	NA	NA	1.5923E-08	2	1088	NA	NA	1835.21965	NA	0.170125708	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR10R2	NA	NA	NA	NA	110	-0.4135	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.044375651	3	1007	NA	NA	10099.65241	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR1D5	NA	NA	NA	NA	1	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0654694	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.712159403	6	938	NA	NA	2713.21922	NA	0.25535503	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR2AJ1	NA	NA	NA	NA	95	0.3936	NA	0	0	0	0	0	0	0	0	0.0261716	0.0269862	0	0	0.0464037	0.0684962	0.0150111	0.0492983	0.0376772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231369	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.015283314	NA	986	NA	NA	118.03568	NA	0.123297259	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR2L2	NA	NA	NA	NA	19	-0.1345	NA	0	0	0	0	0	0	0	0.125455	0.0742225	0.132022	0.106177	0.103582	0.112172	0.13095	0.237921	0.253115	0.073418	0.158452	1.19698	0.316911	0	0	0	0	0	0	0	0	0	0	0.0720918	0	0	0	0	0	0	0	0	0.0673519	0	0	0.111567	0	0	0	0	0.283831	0	2.02284	0	0	0	0	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.001867748	NA	1133	NA	NA	650.65007	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR2L3	NA	NA	NA	NA	178	0.5922	NA	0	0	0	0	0	0	0	0	0.0388747	0.0359944	0.189835	0.176111	0.0710319	0.0700452	0.0548826	0.0933529	0.0429092	0.0209024	0.217284	0.0556257	0	0	0	0.106091	0.0313828	0	0	0	0	0	0.0561926	0	0	0	0	0	0	0	0	0.0818746	0	0	0.196918	0	0	0	0	0.149465	0	0.110064	0	0	0	0	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	6.39177E-05	NA	938	NA	NA	2290.45899	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR4K13	NA	NA	NA	NA	46	0.3589	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049373	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	6.75518E-05	6	916	NA	NA	239.02977	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR52N4	NA	NA	NA	NA	53	0.3499	NA	1.24155	0.644516	0.203837	0.882831	0.768013	0.896862	0.426648	0.130576	0.10096	0.100128	0.0283861	0.0568882	0.169387	0.138425	0.140101	0.171432	0.0953917	0.108244	0.364153	0.180731	1.17099	0.0844189	1.74091	0.824875	0.988433	0.600441	0.392359	0.768118	0.23291	0.690137	2.05628	0.354944	0.152561	0.436264	0.312692	0.134019	1.47667	0.633091	0.14338	3.74462	3.06377	0.0527818	0.883201	1.37725	0.342014	0.408768	1.80715	4.24962	0.272426	0.958143	0.7316	1.07505	1.03327	0.53805	NA	0.500142308	0	0	0	0.500142308	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	NA	NA	2	NA	1.98266541	NA	NA	NA	NA	NA	NA	3.29465E-05	NA	1036	NA	NA	2179.08089	1	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR5K3	NA	NA	NA	NA	272	-0.3774	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0457591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98266541	NA	NA	NA	NA	NA	NA	0.001920531	12	965	NA	NA	4882.5213	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR5K4	NA	NA	NA	NA	187	-0.3416	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0644526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0910709	0	0	0	0	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98266541	NA	NA	NA	NA	NA	NA	9.27165E-07	12	965	NA	NA	4489.11023	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR6Y1	NA	NA	NA	NA	92	-0.4847	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	0.017981897	3	977	NA	NA	2006.35393	NA	0.144167379	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OSGIN2	NA	NA	NA	NA	149	0.4266	8.397940009	16.4522	10.729	5.95188	17.5322	12.557	16.3326	7.67519	6.83737	7.40924	7.93886	11.1209	8.64734	8.15013	10.2651	7.22525	9.27079	6.12664	6.21338	15.0825	7.45532	11.9177	11.9894	24.9875	11.5986	12.3804	16.749	9.62617	23.1231	4.36969	21.8897	10.1449	5.99989	3.26058	6.23906	6.16703	4.52536	19.0937	8.36924	6.77023	32.2508	16.9743	2.45396	16.347	9.65142	6.94354	7.70035	8.04522	7.51422	4.32416	24.6983	11.9467	19.1215	7.94675	6.68388	0.39081	0.500045276	0	0	0	0.500045276	1	NA	NA	NA	NA	-0.38	NA	NA	NA	NA	NA	NA	7	9	9	NA	61	7.07706	36	29.7355	41	18.6039	0.988642484	6	26029	NA	NA	235.93423	1	0.579714477	0	0	NA	NA	NA	NA	0.054	NA	0.683342	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	probable
P2RY6	NA	NA	NA	NA	68	0.359	NA	0.933312	1.613	0.84992	3.71865	4.86245	1.66427	0.843726	0.298815	0.242158	0.222605	0.0622276	0.0631502	0.224898	0.264808	0.195122	0.288197	0.189827	0.189661	0.404783	0.396158	0.86349	0.0746703	0.0643215	0.372113	0.599156	0.924782	1.17297	0.823758	0.622558	0.843975	0.885336	0.494738	0.453013	3.09043	4.92163	0.172973	1.92553	0.776102	0.801851	0.947502	0.247975	0.260771	0.960922	1.17154	0.422737	0.393776	1.83481	24.1974	0.685413	0.496205	3.5012	0.510079	1.03159	0.276087	0.065596	0.502021417	0	0.497331948	0	0.502021417	2	5	2	NA	NA	-0.89	NA	0	0.00283019	0.436364	0.021947	0.018	1	41	175	3.27505451	82	10.5511	29	5.3072	43	23.613	4.63835E-07	1	34112	NA	NA	41.40219	NA	0.455463469	0	0	NA	NA	NA	NA	NA	NA	1.357761	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.846	NA	probable
PANX3	NA	NA	NA	NA	82	-0.3275	NA	0	0	0.0358099	0	0	0	0	0.0258759	0.0655623	0.151034	0.023752	0.0251079	0.162045	0.143279	0.0189289	0.106843	0.0517719	0.210864	0.0171932	0.0222237	0	0	0	0.0588725	0.0151848	0	0	0	0	0	0	0	0	0	0	0	0	0.329331	0	0	0	0	0.0216121	0.0511293	0	0	0	0	0	0.907013	0	0	0	0	NA	0.500011171	0	0	0	0.500011171	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	4	NA	2.99226437	7	10.4626	2	35.6857	2	19.7853	0.001881242	1	8866	NA	NA	216.58313	NA	0.22862041	0	0	NA	NA	NA	NA	NA	NA	0.219184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
PBOV1	NA	NA	NA	NA	1529	0.5461	NA	0	0	0	0	0	0	0	0.0141248	0.0184717	0.0254492	0.150887	0.319433	0.0264277	0.0271106	0.0244358	0.0205528	0.0268768	0.0185669	0.0276152	0.0156532	0.0257913	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116134	0	0.0116083	0.0725216	0	0	0	0.0220167	0.0629701	0.0770873	0.015795	0.0178957	0	0	0.0387323	0	0	0	0	0	0.23408	0	0	0	0	0	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	1	NA	1.86907763	NA	NA	NA	NA	NA	NA	0.007572397	NA	2498	NA	NA	1247.40878	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	1.810864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
PDE10A	0.015	NA	NA	NA	96	-0.5545	120	1.88538	2.8392	0.758606	1.41557	2.6686	1.15037	1.387	0.905014	1.01001	11.8297	6.46952	5.91233	1.38525	1.56229	1.252	1.60629	7.5298	11.0251	0.712576	1.00627	2.58744	0.0426472	0.0121974	2.13595	2.5862	1.21656	0.571586	0.947948	0.383577	0.890048	4.64491	0.965037	1.3565	2.10473	1.32199	0.149176	1.24747	0.5471	0.181882	1.94075	3.64135	0.252327	4.02766	2.01036	0.356114	0.314256	0.783291	1.49021	0.886792	4.75542	4.95209	3.97511	1.15045	0.00485294	0.022179	0.504256258	0	0	0	0.504256258	1	NA	NA	NA	NA	-0.98	NA	0	0.00281955	0.689655	0.0301066	0.024	17	495	168	2.99056035	632	8.20338	303	7.75451	346	10.391	0.998485351	2	659315	NA	NA	48.90667	1	0.80871886	1	1	NA	NA	NA	NA	0.996	0.999197222	3.742766	0.86608	0.74766	0.98098	0.82385	0.84738	0.91266	0.706	0.96764	0.92422	0.378	0.88346	probable
