Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
PRAMEF12	NA	NA	NA	NA	220	-0.3102	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225733	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.628339	NA	NA	NA	NA	0.041119	0	0	0	0	0	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89692512946575e-06	NA	3065	NA	NA	451.59604	NA	0.111908376	0	0	NA	NA	NA	NA	0.26	1	0.803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
PRKAG2	NA	NA	NA	NA	27	-0.3325	245.52287874528	25.8874	15.903	4.9908	23.3851	33.8974	35.0678	34.7204	9.29485	12.9047	20.6196	24.7633	20.8068	12.8507	18.756	10.2371	11.7703	25.3256	15.3613	8.58165	8.88613	17.6015	22.385	4.96617	20.5779	16.4013	21.3696	15.1709	28.0241	9.44757	30.0237	20.2491	60.3586	21.8683	9.27567	12.7334	11.9735	15.2221	13.4228	3.8104	16.6472	11.5156	3.98726	8.55419	22.1653	10.8369	12.3403	20.0993	14.859	14.7184	11.8755	14.3188	18.4093	15.4919	3.27551	-0.269884	0.095557	0.415161	0.153763	0.250384	-0.130766	0.525262	0.673385	-1.644808	0.172868	-0.190677	-0.234167	0.127472	-0.124161	0.705141	0.88302	0.711071	1.197423	0.298719	-0.114031	0.208508	0.74394	-0.766419	-0.283453	-0.104404	-0.099338	-0.174	0.398737	0.8882	-0.1875	0.881902	-0.116419	0.973426	-0.203431	0.330587	-0.461954	-0.127213	-0.104766	-0.168152	0.058631	-0.236806	0.222173	-0.194701	-0.138543	-0.360743	0.258878	0.871004	0.618466	0.117796	0.0077072	0.816284141	0.816284141	0.485853291	0	0.502663035	NA	NA	NA	NA	NA	-0.87	NA	NA	NA	NA	NA	NA	3.97104425	10.7884	5.024	14.2117	0.977557428638321	3	321013	NA	NA	322.64102	NA	0.824708164	1	0	NA	NA	3	0.36884853	1	0.998	0.0134	4.051797	0.998563633005605	0.269867756134462	6.06	5.44	0.999995740544478	0.138241	0.7319	0.3352	2.045	0.151546	0.09	0.472	0.634	-2.26	0.95607	0.706298	0.7257	TRUE	NA	2.7277	10.0786	1.42966	108	1.67617	possible
PROM1	NA	NA	NA	NA	31	-0.1935	10	0.0433036	0.0390636	0.0250025	4.1482	0.253346	2.06131	4.00984	1.97017	1.62898	1.62616	0.846388	0.929689	1.52979	1.59123	2.41036	1.95058	1.15283	1.39787	1.74298	1.82966	4.88279	0.0235757	0.0307029	0.124428	0.280827	1.68977	13.7873	1.30185	0.433338	2.37989	0.94356	1.43781	0.786383	7.36262	33.8039	0.607845	0.779033	69.0176	0.162259	0.0610924	0.0876887	4.82719	0.185652	1.29144	1.02769	1.38016	11.7136	0.306589	6.91618	8.31352	1.52751	0.102009	0.0605312	0.0359923	NA	NA	NA	-2.208719	-2.293857	-2.213392	1.01286	0.598427	0.754227	0.702421	0.716294	0.527408	0.437491	0.337958	0.44746	0.498133	0.504631	0.588414	0.510038	0.795309	NA	NA	-0.904894	0.677928	2.684197	1.980553	0.681652	-0.564733	-1.276735	-0.96498	0.59033	0.741861	-6.643856	0.797549	-0.558286	-1.949044	-0.174043	1.554588	0.885682	0.990023	0.23222	0.615711	1.652191	-0.965168	0.103595	1.755524	-2.276822	-6.643856	NA	0.030855	0.502316898	0	0	0	0.502316898	NA	NA	NA	NA	NA	-1.37	NA	0	0.00728309	0.769231	0.0242397	0.021	14.82926659	6.52404	12.7892	NA	7.17058540967505e-17	4	121302	NA	NA	96.86296	1	0.207279682	1	2	NA	NA	NA	NA	1	0.996	NA	6.490289	0.998409100696461	0.51485609527801	5.72	5.31	0.999999999894793	0.030448	0.2663	-0.5717	2.095	0.777643	2.71	0.852	0.298	1.15	0.98894	0.732398	0.75063	NA	NA	2.80137	18.7834	1.28308	408	1.24411	possible
PRRC2A	0.174	0.525	0.012	NA	13	-0.3759	22.301029995664	78.8968	78.7873	68.8635	107.513	92.8192	108.693	109.014	57.743	80.3824	55.9844	129.95	154.64	114.202	89.2553	53.5696	51.6918	56.1753	44.8564	48.8639	39.7172	87.1292	120.005	149.21	128.988	151.629	110.542	73.1964	105.421	78.6162	101.356	132.062	48.0168	36.5716	44.9495	67.9016	23.0327	95.6779	62.3638	49.5384	123.668	152.463	31.3784	127.525	122.004	80.2564	81.4193	80.1766	97.5345	56.9622	268.744	119.483	156.249	103.242	50.9354	0.047578	0.214313	-0.103912	0.068751	0.265417	-0.042098	-0.935972	-0.316706	-0.203892	-0.109212	0.108038	0.188074	-0.351021	0.107911	0.068757	-0.154018	-0.090388	0.714782	0.205481	-0.108166	0.150039	0.294124	0.047936	0.047526	0.182932	0.03849	0.041283	0.063484	0.050292	0.130102	0.308644	0.070806	-0.484484	0.087276	-0.075096	0.154671	-0.066283	-0.074392	0.185638	0.037564	0.036491	-0.287372	-0.0448	0.037498	-0.073271	0.049209	-0.245534	0.168265	0.122058	0.041963	0	0	0	0	0	2	3	2	NA	NA	2.16	NA	NA	NA	NA	NA	NA	4.97086711	9.11487	39.8389	20.8454	0.999999999990663	34	17051	NA	NA	9600.77696	1	0.3721928	0	0	NA	NA	2.5	0.443193908	0.21	0.999	NA	3.742826	0.956728998420798	0.558764102961131	5.07	5.07	0.999997512769373	0.008302	0.0093	-0.9371	1.845	0.034572	-1.66	0.323	0.171	4.77	0.96285	0.706548	NA	NA	NA	5.37309	36.3743	1.20474	149	8.55917	probable
PSMB4	0.333	0.526	0.42	NA	52	0.2376	NA	361.889	292.45	330.871	427.21	384.615	410.525	334.74	153.686	177.689	169.149	319.935	273.543	188.702	245.189	151.361	224.184	181.705	152.33	234.559	181.06	330.927	468.868	509.322	417.937	417.375	352.502	249.409	346.008	245.362	335.595	399.016	167.826	154.258	195.581	237.299	183.23	324.604	235.411	211.954	370.324	369.295	108.703	336.457	338.502	305.59	330.922	271.648	329.021	206.231	168.093	332.188	432.76	319.517	180.042	-0.051021	0.03856	-0.116086	-0.139885	-0.316301	0.109548	-0.207078	-0.304386	0.115275	-0.130545	0.155274	0.042989	0.088666	0.369222	-0.070059	0.249818	-0.069225	-0.128221	-0.104075	-0.128681	0.04784	0.156054	-0.073637	-0.023312	-0.087826	0.058903	-0.151918	-0.151685	0.120556	-0.164298	0.155917	-0.11733	0.200172	-0.066865	0.036241	0.2188	-0.129666	0.042561	0.215852	-0.024918	0.02181	-0.243903	-0.146009	0.072153	-0.065704	-0.04227	-0.123062	0.095086	0.048664	0.0014919	0.501656902	0	0	0	0.501656902	2	5	2	NA	NA	-0.05	NA	NA	NA	NA	NA	NA	7.43867349	8.87896	38.6505	20.5577	0.398813284714522	107	2410	NA	NA	1699.46831	1	0.71101737	0	0	NA	NA	NA	NA	NA	NA	0.749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	1.78632	56.0339	4.09945	11	2.05324	probable
PSMC3	NA	NA	NA	NA	260	-0.28	29.1549019599857	132.669	109.932	99.2389	169.784	163.991	199.905	126.171	89.8726	118.446	127.088	143.095	126.359	119.295	142.013	84.3036	94.5958	109.46	117.515	94.7264	90.3659	118.319	190.906	155.604	149.669	147.958	169.483	101.419	171.771	109.23	175.055	140.593	96.4865	97.0883	60.8859	73.996	66.6153	134.881	96.0228	186.324	167.703	104.37	44.9245	90.3624	121.625	134.95	151.004	83.6206	98.7385	87.3843	153.472	133.709	161.064	121.602	30.849	0.09009	-0.072808	-0.147148	0.0608	0.076657	0.076218	0.112557	0.281638	-0.184193	0.135901	0.09757	-0.088369	-0.088291	0.125042	-0.152099	-0.140595	-0.168083	-0.13652	-0.119694	0.091006	0.084434	-0.165183	-0.279157	-0.101644	0.083092	-0.043101	-0.066268	-0.130595	0.064181	-0.290739	-0.226274	0.056963	0.405261	0.046353	0.06119	-0.194743	-0.128509	0.110513	-0.137982	-0.093732	-0.111333	0.146133	-0.12829	-0.225235	0.055113	-0.060196	0.089173	0.116825	-0.062924	NA	0.5030613	0	0	0	0.5030613	2	5	2	NA	NA	-0.47	NA	NA	NA	NA	NA	NA	12.50320448	11.0922	31.1302	18.9665	0.979199713289554	2	7673	NA	NA	0.9687	1	0.782960892	0	0	NA	NA	NA	0.02718987	0.01	0.999	0.115	4.302471	0.998668314491428	0.78251964193446	4.83	4.83	0.999999999999982	0.553404	0.9017	1.032	3.075	0.797941	-3.58	0.704	0.94	-3.59	0.98525	0.67177	0.69188	TRUE	NA	NA	39.9933	1.77573	17	1.57577	probable
PSMD11	NA	NA	NA	NA	67	0.4129	9.69897000433602	47.1437	40.1611	35.1958	43.3742	43.703	48.902	43.2545	17.5475	22.2007	19.1338	51.2201	44.8358	26.848	31.4853	20.2623	25.6083	21.1232	16.3273	29.8897	21.5507	41.3152	59.1245	73.0406	48.5645	46.6787	45.4694	36.4939	42.105	50.5429	42.987	46.6741	25.8371	22.5231	20.9657	27.5419	21.1687	52.4017	34.9514	70.6291	54.4513	45.9732	14.8182	37.0037	41.9752	54.8948	60.3845	37.4389	42.4545	28.0299	53.4618	43.1011	58.2145	48.5861	13.4114	0.036818	-0.029209	-0.386927	0.061997	0.075734	0.067155	-0.276021	0.324622	0.077848	-0.168242	0.135157	-0.077157	-0.369655	-0.175492	-0.208109	-0.255899	-0.329364	0.549878	-0.30806	-0.045352	0.04699	0.177663	0.211406	-0.04383	-0.076469	0.038732	-0.04419	-0.228235	-0.052826	-0.172367	-0.184112	-0.051663	0.107301	0.052846	0.045126	-0.159152	0.107881	0.185127	-0.191065	-0.03947	0.214701	0.073404	-0.060405	-0.166722	0.197052	-0.130091	0.139828	-0.888089	0.05556	0.19958	0.501707943	0	0	0	0.501707943	2	5	2	NA	NA	-0.41	NA	NA	NA	NA	NA	NA	9.67742038	6.00094	24.6658	13.4984	0.999745808833033	1	39057	NA	NA	5.14301	1	0.782960892	0	0	NA	NA	NA	NA	0.57	0.964	0.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	10.8634	23.7516	1.36028	57	2.06647	probable
PSMD5	0.028	NA	NA	NA	137	-0.3169	14.0457574905607	23.6123	20.1189	23.2584	24.8608	23.6367	23.9194	24.3791	5.61349	7.41844	6.79497	31.5632	20.9817	7.14004	10.2928	6.69866	10.3672	7.53827	5.30722	10.4706	7.48301	22.8447	44.6191	27.2014	26.7666	30.2294	22.3224	16.0946	21.8002	22.0677	20.4893	27.808	7.35862	4.45574	7.47967	11.3436	9.8677	20.9398	20.733	6.61457	26.2115	25.5854	9.09957	18.8941	23.1757	23.3036	25.2923	16.6605	17.819	15.4504	18.0196	22.9174	28.7749	24.6628	7.30512	-0.066111	-0.181551	-0.296103	0.167763	0.148523	-0.082525	-0.737502	-0.12614	-0.152756	0.406983	0.166703	-0.36418	0.20326	-0.107129	0.159828	0.076755	-0.122331	-0.098711	0.2045	-0.066705	-0.118429	0.146566	-0.367811	-0.096828	0.187507	-0.154971	0.066555	-0.09679	-0.237175	-0.454701	-0.534887	-0.184361	-0.087726	-0.684532	0.044931	-0.198736	-0.211224	-0.131488	-0.127187	-0.118196	-0.099772	0.206565	-0.182485	-0.194056	-0.064955	-0.275398	-0.137016	-0.243745	-0.094688	0.0091178	0.501622616	0	0	0	0.501622616	2	5	2	NA	NA	-0.2	NA	NA	NA	NA	NA	NA	4.28855844	10.4794	39.9264	22.6558	1.26579691239429e-05	1	27488	NA	NA	605.54211	NA	0.497687757	0	0	0.256505292994757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	49.0196	1.54597	34	1.55104	probable
PTEN	NA	NA	NA	NA	457	0.3197	17.2218487496164	42.9623	45.9529	18.1346	34.7784	42.2817	41.0097	28.7601	9.74	12.0373	10.0198	49.1125	34.4168	10.8863	15.7712	9.16962	12.3154	10.6018	8.92319	9.6134	9.98461	34.7768	24.5814	62.4455	62.3698	59.7096	26.6039	19.5887	25.6707	18.2745	23.8812	50.9678	12.236	8.02361	9.7955	14.5515	11.1844	31.9142	13.6866	9.23202	47.557	31.6519	10.067	18.2386	27.2498	20.5921	21.2513	20.8483	35.774	15.6269	20.6591	31.5411	43.5594	40.2848	40.2665	0.173343	-0.398182	0.112534	-0.059018	-0.284819	0.128249	0.143964	-0.332921	-0.286514	0.131891	0.271574	-0.15209	-0.574065	-0.081787	-0.134381	-0.072965	-0.318785	-0.328215	-0.240953	-0.373508	0.072523	0.644083	-0.076121	-0.163957	-0.089803	0.043514	-0.047181	0.057237	0.202521	-0.473639	-0.242199	-0.092683	0.375649	-0.271051	0.20241	0.12161	0.249032	0.281273	0.162995	-0.150274	-0.168175	0.150592	0.050058	0.303372	-0.126175	-0.226014	-0.346499	0.828076	0.118475	NA	0.515070338	0	0	0	0.515070338	2	5	3	NA	NA	-0.23	NA	NA	NA	NA	NA	NA	15.67297733	8.3565	11.2048	10.9334	0.975506865848027	0	108817	NA	NA	3.61036	NA	0.782960892	0	0	NA	NA	0	0	0.1	0.937	0.0929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	9.97351	1.3151	138	2.03362	probable
PTGES3	NA	NA	NA	NA	58	-0.4131	8.39794000867204	136.167	132.517	96.4406	183.445	168.234	202.829	160.222	82.2452	87.143	80.3196	140.275	115.04	85.586	113.293	77.9487	108.383	88.4552	63.8426	163.564	103.815	147.553	180.922	292.246	220.315	207.511	150.884	126.269	124.622	139.114	120.356	191.628	66.0199	42.1238	78.073	146.97	68.3244	156.356	99.6113	88.6358	168.664	252.365	49.8421	124.461	131.861	122.466	117.516	115.055	117.173	83.4266	140.452	153.298	215.11	175.616	56.6392	0.127232	-0.155495	0.186164	-0.135032	0.66764	0.145553	0.288029	0.319639	-0.257453	0.106083	-0.18708	0.22702	0.117261	-0.288018	-0.125693	-0.113219	-0.108693	0.1492	1.308268	-0.078277	-0.011135	0.178148	-0.147342	-0.413444	0.332655	-0.263726	-0.040869	-0.176746	0.138475	0.673563	0.100631	-0.075716	-0.066275	0.122391	-0.071911	0.360558	-0.261845	0.229984	-0.169856	0.084846	-0.158119	-0.096904	-0.214343	-0.215644	0.110946	0.285006	-0.222696	0.256982	0.080224	0.083496	0.512066581	0	0	0	0.512066581	2	1	2	NA	NA	0.19	NA	NA	NA	NA	NA	NA	7.74742911	8.0914	41.3663	16.9459	0.871365849855667	1	25032	NA	NA	30.97993	1	0.824708164	0	0	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78313	FALSE	NA	NA	30.066	NA	101	2.55274	probable
PTPRD	0.063	0.074	0.129	NA	21	-0.5182	41.1549019599857	2.01108	2.58414	0.601449	13.0893	11.0779	3.77417	2.99488	11.6944	12.0709	13.6347	60.7856	64.5255	18.2632	22.9157	16.4291	16.4384	9.66632	12.8543	43.5728	17.0467	1.27264	0.658429	0.0200479	9.52912	9.26521	1.11219	3.65072	2.54972	0.696	1.97687	3.8289	1.20253	1.20828	4.94957	1.67555	1.86475	7.32163	0.618594	0.47516	1.18757	19.4477	0.676098	6.77406	2.56135	0.648584	0.842171	5.69066	0.573448	0.895612	3.29856	5.65646	4.74272	4.71663	0.0151625	-0.693325	0.723506	-6.643856	0.232727	0.520903	-0.731409	0.250147	0.068619	-0.374878	0.125957	0.127913	0.502132	0.612526	0.161703	1.256158	1.466607	0.38441	0.138487	0.753196	-0.407651	1.554503	NA	0.361638	0.195906	-0.429422	-0.807701	-0.423191	0.692628	0.355058	-0.31917	-1.130898	-0.263276	1.193187	-0.915458	-0.261487	1.396133	1.27361	0.53159	-2.709243	1.769112	1.895134	-0.404134	0.813456	-0.918674	0.284287	-0.410124	-0.826854	0.673984	NA	0.0042077	0.500013922	0	0	0	0.500013922	NA	NA	NA	NA	NA	-3.08	NA	NA	NA	NA	NA	NA	2.93433955	8.3443	11.5436	9.78655	0.999999982037603	8	2298477	NA	NA	1565.5627	1	0.748882174	1	2	NA	NA	2.25	NA	0.78	0.01	0.0868	1.99734	0.780174912330462	-0.157855333844722	5.95	4.83	0.00571396771451056	NA	0.03	-1.0797	0.645	0.084027	-0.09	NA	0.063	0.28	0.88634	0.693126	0.6188	NA	NA	1.28848	10.5059	1.24465	4977	1.18011	possible
PYY	NA	NA	NA	NA	28	-0.2527	15	0.0411676	0.0258588	0	0.0852073	0.0582286	0.0600318	0.0254895	0.142841	0.162843	0.201716	0.14345	0.135741	0.222561	0.19402	0.129737	0.264406	0.292787	0.148892	0.160987	0.101547	0.146819	0.69249	0.0642239	0.222132	0.168155	0.194552	32.6929	0.0400603	0.0230331	0.0419639	0.24368	0	0	0.692473	0.0774431	0.0694395	0.0912734	0	0	0.111647	0.0975427	0.0808747	0.0827362	0.0963283	0.0890248	0.0976315	30.4215	0.0478183	0.0692396	1.84327	0.359708	0.147998	0.0774605	0	NA	NA	NA	2.115212	NA	NA	2.063192	-3.490059	-3.008303	0.873403	-0.681547	1.200768	0.915187	0.606467	-6.643856	1.628698	2.232917	0.737691	-6.643856	0.788607	0.496103	-6.643856	-6.643856	-2.190401	NA	NA	NA	NA	NA	-6.643856	-0.840431	-0.760117	NA	NA	0.711864	NA	-6.643856	NA	1.320533	0.786887	1.456842	1.196429	NA	-6.643856	0.912702	0.73392	-3.551126	NA	NA	0.16457	0.501998157	0	0	0	0.501998157	NA	NA	NA	NA	NA	0.52	121	0	0.00126542	0.939394	0.0183256	0.016	1.70705006	5.86592	10.3593	6.96396	0.0544166347481236	3	51731	NA	NA	109.27527	NA	0.292119116	0	0	NA	5.2836	NA	NA	NA	NA	0.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23149	NA	NA	3.41871	7.48754	1.18507	NA	NA	probable
RAB1A	0.388	0.756	0.774	NA	282	-0.2673	5.52287874528034	164.388	168.953	151.379	210.826	191.273	187.227	139.99	65.9247	92.5025	73.308	156.926	120.186	89.4097	134.658	62.188	101.761	80.404	56.9622	82.7791	75.1917	155.348	276.258	139.867	187.247	177.564	131.937	126.417	127.924	158.014	125.466	169.425	85.7617	59.1719	91.1677	122.836	91.4915	201.895	140.719	54.3719	146.858	142.042	67.3226	153.836	134.974	119.503	119.413	118.555	106.527	121.473	151.441	184.25	178.326	168.534	60.9111	-0.032935	0.179557	-0.131607	-0.063708	-0.071025	-0.037239	-0.059017	-0.329044	-0.614108	0.084327	-0.177168	-0.052798	-0.073299	-0.085746	-0.152352	0.296067	-0.290851	0.227544	0.070392	-0.067671	0.048752	0.690311	0.192824	-0.203474	-0.139851	-0.116611	-0.022947	-0.153591	-0.07889	0.088591	0.081023	-0.062084	-0.062469	0.154407	0.054774	-0.075092	0.064806	-0.316533	-0.109542	0.159433	0.032376	0.334933	0.178967	-0.124183	0.085103	-0.063651	-0.137907	0.222002	-0.096635	0.020911	0.504715146	0	0	0	0.504715146	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	8.5953168	10.2306	32.577	8.45561	0.602945640832257	5	59405	NA	NA	27.05157	NA	0.655866444	1	2	5.88588734801457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	2.28395	9.60387	1.95458	482	11.0637	possible
RAD52	NA	NA	NA	NA	326	0.5895	24.698970004336	9.34332	8.62742	6.55567	13.5769	11.7976	11.0817	14.2361	3.55376	4.26071	5.11428	17.6866	20.7056	7.91496	6.11725	4.36915	5.16212	5.43373	4.03628	6.44561	4.52918	9.77622	9.46846	8.02587	17.8996	19.1411	13.177	10.7781	12.3214	6.25039	11.1672	16.1393	5.0117	3.19182	5.2578	9.06297	4.63894	10.021	6.94983	6.35615	21.0001	22.3735	4.30334	13.0243	15.2129	8.12947	7.27843	8.78816	10.7106	6.30301	10.289	19.1957	19.6211	13.6954	1.60273	-0.616138	-0.495613	-0.35997	-0.45283	-0.518213	-0.481109	-0.544208	0.220435	-0.295971	0.374303	-0.6561	-0.414822	-0.469498	-0.353844	-0.25235	-0.218356	-0.360342	-0.278714	0.235195	-0.439804	-0.356426	0.29445	-0.486572	-0.528587	-0.483137	-0.468827	-0.436041	-0.40304	-0.429116	0.572428	-0.29758	-0.62696	-0.478693	-0.477973	-0.332473	0.214101	-0.26639	-0.327751	-0.369375	-0.647334	-0.51575	-0.526557	-0.520072	-0.368229	-0.197835	0.251075	-0.702366	-0.552832	-0.546523	0.014103	0.504398096	0	0	0	0.504398096	3	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	3.86565544	6.39886	20.8133	9.3472	2.38441629175774e-07	71	77976	NA	NA	186.7787	NA	0.566305161	0	0	NA	NA	-0.25	NA	1	0.003	0.859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92413	NA	NA	NA	17.5196	1.24519	66	2.17471	most likely
